latitude,longitude,population,cluster,centroid
39      ,-81      ,733       ,8      ,40;-80
40      ,-79      ,13416     ,8      ,40;-80
40      ,-80      ,11195     ,8      ,40;-80
39      ,-81      ,125       ,8      ,40;-80
40      ,-81      ,17488     ,8      ,40;-80
40      ,-79      ,3263      ,8      ,40;-80
40      ,-81      ,9186      ,8      ,40;-80
41      ,-81      ,13539     ,8      ,40;-80
40      ,-80      ,417       ,8      ,40;-80
39      ,-79      ,294       ,8      ,40;-80
40      ,-79      ,1929      ,8      ,40;-80
40      ,-78      ,5962      ,8      ,40;-80
40      ,-79      ,1175      ,8      ,40;-80
40      ,-79      ,277       ,8      ,40;-80
40      ,-82      ,131       ,8      ,40;-80
40      ,-82      ,1044      ,8      ,40;-80
39      ,-78      ,271       ,8      ,40;-80
41      ,-80      ,-999      ,8      ,40;-80
39      ,-78      ,118       ,8      ,40;-80
40      ,-81      ,1288      ,8      ,40;-80
39      ,-80      ,215       ,8      ,40;-80
39      ,-80      ,2201      ,8      ,40;-80
39      ,-80      ,145       ,8      ,40;-80
39      ,-79      ,240       ,8      ,40;-80
39      ,-80      ,182       ,8      ,40;-80
39      ,-81      ,132       ,8      ,40;-80
39      ,-78      ,5439      ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
39      ,-82      ,176       ,8      ,40;-80
40      ,-81      ,-999      ,8      ,40;-80
41      ,-81      ,6968      ,8      ,40;-80
40      ,-80      ,19746     ,8      ,40;-80
42      ,-79      ,403       ,8      ,40;-80
40      ,-79      ,484       ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
39      ,-80      ,566       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-80      ,1238      ,8      ,40;-80
39      ,-81      ,-999      ,8      ,40;-80
40      ,-82      ,562       ,8      ,40;-80
39      ,-80      ,446       ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
41      ,-80      ,529       ,8      ,40;-80
39      ,-80      ,559       ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-79      ,1241      ,8      ,40;-80
38      ,-80      ,-999      ,8      ,40;-80
40      ,-81      ,320       ,8      ,40;-80
40      ,-78      ,-999      ,8      ,40;-80
40      ,-80      ,1036      ,8      ,40;-80
41      ,-78      ,4078      ,8      ,40;-80
39      ,-79      ,583       ,8      ,40;-80
41      ,-81      ,4113      ,8      ,40;-80
40      ,-80      ,12303     ,8      ,40;-80
40      ,-80      ,808       ,8      ,40;-80
40      ,-80      ,1502      ,8      ,40;-80
41      ,-80      ,3120      ,8      ,40;-80
40      ,-82      ,5058      ,8      ,40;-80
41      ,-82      ,-999      ,8      ,40;-80
40      ,-81      ,241       ,8      ,40;-80
39      ,-80      ,-999      ,8      ,40;-80
40      ,-80      ,3282      ,8      ,40;-80
39      ,-79      ,-999      ,8      ,40;-80
41      ,-81      ,3068      ,8      ,40;-80
39      ,-79      ,781       ,8      ,40;-80
40      ,-81      ,279       ,8      ,40;-80
41      ,-80      ,12841     ,8      ,40;-80
40      ,-82      ,125       ,8      ,40;-80
40      ,-80      ,565       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-80      ,913       ,8      ,40;-80
40      ,-80      ,1027      ,8      ,40;-80
40      ,-82      ,921       ,8      ,40;-80
41      ,-81      ,884       ,8      ,40;-80
39      ,-80      ,-999      ,8      ,40;-80
39      ,-79      ,3983      ,8      ,40;-80
41      ,-81      ,1043      ,8      ,40;-80
40      ,-81      ,453       ,8      ,40;-80
40      ,-78      ,225       ,8      ,40;-80
39      ,-82      ,221       ,8      ,40;-80
39      ,-80      ,384       ,8      ,40;-80
41      ,-82      ,8286      ,8      ,40;-80
40      ,-79      ,20313     ,8      ,40;-80
40      ,-80      ,407       ,8      ,40;-80
40      ,-79      ,5205      ,8      ,40;-80
40      ,-81      ,763       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-80      ,3742      ,8      ,40;-80
41      ,-81      ,13542     ,8      ,40;-80
39      ,-82      ,4731      ,8      ,40;-80
41      ,-79      ,1146      ,8      ,40;-80
39      ,-79      ,-999      ,8      ,40;-80
40      ,-81      ,5413      ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-81      ,878       ,8      ,40;-80
39      ,-81      ,671       ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
40      ,-80      ,2176      ,8      ,40;-80
40      ,-79      ,1043      ,8      ,40;-80
39      ,-81      ,76        ,8      ,40;-80
40      ,-79      ,21552     ,8      ,40;-80
38      ,-79      ,7094      ,8      ,40;-80
39      ,-81      ,1748      ,8      ,40;-80
39      ,-79      ,457       ,8      ,40;-80
40      ,-78      ,1130      ,8      ,40;-80
40      ,-79      ,2126      ,8      ,40;-80
40      ,-82      ,373       ,8      ,40;-80
38      ,-80      ,1537      ,8      ,40;-80
40      ,-80      ,4432      ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-80      ,1569      ,8      ,40;-80
41      ,-81      ,44750     ,8      ,40;-80
40      ,-80      ,8970      ,8      ,40;-80
38      ,-80      ,510       ,8      ,40;-80
40      ,-82      ,47573     ,8      ,40;-80
42      ,-80      ,3341      ,8      ,40;-80
40      ,-79      ,7862      ,8      ,40;-80
39      ,-80      ,1806      ,8      ,40;-80
40      ,-80      ,272       ,8      ,40;-80
41      ,-82      ,3982      ,8      ,40;-80
41      ,-80      ,201       ,8      ,40;-80
39      ,-79      ,584       ,8      ,40;-80
41      ,-78      ,7794      ,8      ,40;-80
39      ,-81      ,-999      ,8      ,40;-80
40      ,-80      ,427       ,8      ,40;-80
42      ,-79      ,-999      ,8      ,40;-80
39      ,-80      ,5366      ,8      ,40;-80
39      ,-81      ,86        ,8      ,40;-80
41      ,-81      ,646       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-80      ,299       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-81      ,923       ,8      ,40;-80
38      ,-79      ,724       ,8      ,40;-80
39      ,-82      ,794       ,8      ,40;-80
41      ,-80      ,-999      ,8      ,40;-80
40      ,-80      ,978       ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
40      ,-78      ,414       ,8      ,40;-80
39      ,-79      ,463       ,8      ,40;-80
40      ,-80      ,511       ,8      ,40;-80
40      ,-79      ,677       ,8      ,40;-80
40      ,-80      ,19229     ,8      ,40;-80
41      ,-78      ,-999      ,8      ,40;-80
40      ,-78      ,1220      ,8      ,40;-80
41      ,-80      ,1508      ,8      ,40;-80
41      ,-81      ,1027      ,8      ,40;-80
40      ,-79      ,3798      ,8      ,40;-80
40      ,-81      ,331       ,8      ,40;-80
39      ,-82      ,722       ,8      ,40;-80
40      ,-79      ,447       ,8      ,40;-80
39      ,-81      ,81        ,8      ,40;-80
41      ,-80      ,-999      ,8      ,40;-80
41      ,-79      ,480       ,8      ,40;-80
40      ,-81      ,-999      ,8      ,40;-80
41      ,-80      ,224       ,8      ,40;-80
40      ,-80      ,555       ,8      ,40;-80
39      ,-80      ,-999      ,8      ,40;-80
39      ,-81      ,71        ,8      ,40;-80
41      ,-80      ,3892      ,8      ,40;-80
39      ,-82      ,134       ,8      ,40;-80
40      ,-79      ,209       ,8      ,40;-80
41      ,-80      ,1207      ,8      ,40;-80
40      ,-80      ,1781      ,8      ,40;-80
40      ,-79      ,7720      ,8      ,40;-80
39      ,-79      ,207       ,8      ,40;-80
40      ,-80      ,325       ,8      ,40;-80
41      ,-81      ,7133      ,8      ,40;-80
39      ,-81      ,880       ,8      ,40;-80
40      ,-78      ,228       ,8      ,40;-80
39      ,-79      ,483       ,8      ,40;-80
40      ,-82      ,388       ,8      ,40;-80
40      ,-79      ,11761     ,8      ,40;-80
38      ,-81      ,561       ,8      ,40;-80
41      ,-80      ,-999      ,8      ,40;-80
41      ,-79      ,183       ,8      ,40;-80
41      ,-79      ,5276      ,8      ,40;-80
40      ,-79      ,1277      ,8      ,40;-80
40      ,-79      ,4120      ,8      ,40;-80
40      ,-80      ,294       ,8      ,40;-80
39      ,-82      ,655       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-81      ,423       ,8      ,40;-80
41      ,-80      ,14038     ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
40      ,-80      ,6384      ,8      ,40;-80
39      ,-80      ,2633      ,8      ,40;-80
40      ,-79      ,1813      ,8      ,40;-80
40      ,-81      ,569       ,8      ,40;-80
41      ,-79      ,720       ,8      ,40;-80
40      ,-79      ,3118      ,8      ,40;-80
41      ,-79      ,316       ,8      ,40;-80
40      ,-80      ,1388      ,8      ,40;-80
40      ,-79      ,28386     ,8      ,40;-80
41      ,-79      ,528       ,8      ,40;-80
41      ,-81      ,22295     ,8      ,40;-80
39      ,-78      ,-999      ,8      ,40;-80
41      ,-81      ,8547      ,8      ,40;-80
40      ,-81      ,2944      ,8      ,40;-80
40      ,-82      ,5646      ,8      ,40;-80
39      ,-79      ,294       ,8      ,40;-80
39      ,-82      ,1044      ,8      ,40;-80
41      ,-80      ,4432      ,8      ,40;-80
41      ,-82      ,-999      ,8      ,40;-80
41      ,-80      ,7104      ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-80      ,139       ,8      ,40;-80
40      ,-80      ,443       ,8      ,40;-80
40      ,-79      ,2633      ,8      ,40;-80
39      ,-79      ,491       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-80      ,1111      ,8      ,40;-80
39      ,-78      ,572       ,8      ,40;-80
40      ,-80      ,950       ,8      ,40;-80
39      ,-82      ,1791      ,8      ,40;-80
40      ,-80      ,4531      ,8      ,40;-80
41      ,-80      ,997       ,8      ,40;-80
39      ,-79      ,1477      ,8      ,40;-80
40      ,-79      ,1493      ,8      ,40;-80
38      ,-80      ,59        ,8      ,40;-80
40      ,-81      ,17288     ,8      ,40;-80
40      ,-80      ,575       ,8      ,40;-80
40      ,-81      ,369       ,8      ,40;-80
40      ,-78      ,2638      ,8      ,40;-80
40      ,-78      ,3835      ,8      ,40;-80
40      ,-80      ,1239      ,8      ,40;-80
41      ,-81      ,5148      ,8      ,40;-80
39      ,-80      ,-999      ,8      ,40;-80
40      ,-79      ,962       ,8      ,40;-80
41      ,-80      ,5919      ,8      ,40;-80
39      ,-80      ,143       ,8      ,40;-80
40      ,-78      ,1302      ,8      ,40;-80
40      ,-80      ,1959      ,8      ,40;-80
40      ,-82      ,-999      ,8      ,40;-80
39      ,-81      ,363       ,8      ,40;-80
41      ,-80      ,863       ,8      ,40;-80
40      ,-80      ,3657      ,8      ,40;-80
40      ,-79      ,596       ,8      ,40;-80
40      ,-78      ,2284      ,8      ,40;-80
40      ,-80      ,475       ,8      ,40;-80
41      ,-81      ,11724     ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
39      ,-82      ,173       ,8      ,40;-80
40      ,-79      ,551       ,8      ,40;-80
40      ,-80      ,434       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
39      ,-81      ,1293      ,8      ,40;-80
40      ,-80      ,890       ,8      ,40;-80
39      ,-79      ,156       ,8      ,40;-80
41      ,-80      ,9958      ,8      ,40;-80
38      ,-79      ,250       ,8      ,40;-80
39      ,-79      ,-999      ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-79      ,13116     ,8      ,40;-80
39      ,-81      ,2908      ,8      ,40;-80
40      ,-78      ,20978     ,8      ,40;-80
40      ,-79      ,5349      ,8      ,40;-80
38      ,-79      ,557       ,8      ,40;-80
40      ,-79      ,134       ,8      ,40;-80
40      ,-79      ,1822      ,8      ,40;-80
41      ,-79      ,66        ,8      ,40;-80
41      ,-81      ,7437      ,8      ,40;-80
40      ,-80      ,3533      ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
41      ,-79      ,516       ,8      ,40;-80
40      ,-78      ,624       ,8      ,40;-80
38      ,-79      ,106       ,8      ,40;-80
41      ,-80      ,168       ,8      ,40;-80
39      ,-82      ,960       ,8      ,40;-80
41      ,-79      ,-999      ,8      ,40;-80
41      ,-81      ,26550     ,8      ,40;-80
41      ,-80      ,77        ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
38      ,-78      ,-999      ,8      ,40;-80
40      ,-79      ,462       ,8      ,40;-80
41      ,-80      ,1660      ,8      ,40;-80
39      ,-80      ,3785      ,8      ,40;-80
42      ,-79      ,-999      ,8      ,40;-80
41      ,-80      ,142       ,8      ,40;-80
39      ,-79      ,10372     ,8      ,40;-80
40      ,-79      ,4044      ,8      ,40;-80
41      ,-78      ,1429      ,8      ,40;-80
39      ,-80      ,18704     ,8      ,40;-80
39      ,-78      ,127       ,8      ,40;-80
40      ,-80      ,822       ,8      ,40;-80
39      ,-81      ,223       ,8      ,40;-80
40      ,-79      ,26        ,8      ,40;-80
40      ,-80      ,1699      ,8      ,40;-80
40      ,-80      ,478       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-79      ,6796      ,8      ,40;-80
40      ,-79      ,1357      ,8      ,40;-80
40      ,-81      ,11216     ,8      ,40;-80
40      ,-79      ,1294      ,8      ,40;-80
40      ,-79      ,2173      ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
41      ,-82      ,2461      ,8      ,40;-80
41      ,-79      ,524       ,8      ,40;-80
40      ,-80      ,211       ,8      ,40;-80
40      ,-78      ,3351      ,8      ,40;-80
41      ,-81      ,2519      ,8      ,40;-80
39      ,-79      ,876       ,8      ,40;-80
41      ,-80      ,-999      ,8      ,40;-80
39      ,-81      ,1876      ,8      ,40;-80
39      ,-80      ,1265      ,8      ,40;-80
40      ,-78      ,2467      ,8      ,40;-80
41      ,-80      ,1516      ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-78      ,191       ,8      ,40;-80
39      ,-79      ,305       ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
41      ,-81      ,20718     ,8      ,40;-80
40      ,-81      ,944       ,8      ,40;-80
40      ,-79      ,4454      ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
41      ,-80      ,305       ,8      ,40;-80
39      ,-80      ,375       ,8      ,40;-80
39      ,-80      ,411       ,8      ,40;-80
40      ,-79      ,8338      ,8      ,40;-80
40      ,-81      ,1256      ,8      ,40;-80
40      ,-80      ,5091      ,8      ,40;-80
40      ,-79      ,498       ,8      ,40;-80
40      ,-79      ,8268      ,8      ,40;-80
41      ,-81      ,226       ,8      ,40;-80
40      ,-79      ,447       ,8      ,40;-80
39      ,-82      ,25487     ,8      ,40;-80
39      ,-79      ,-999      ,8      ,40;-80
39      ,-79      ,875       ,8      ,40;-80
38      ,-80      ,-999      ,8      ,40;-80
40      ,-80      ,2541      ,8      ,40;-80
40      ,-79      ,899       ,8      ,40;-80
41      ,-80      ,2061      ,8      ,40;-80
41      ,-79      ,10557     ,8      ,40;-80
40      ,-79      ,83        ,8      ,40;-80
40      ,-81      ,14227     ,8      ,40;-80
41      ,-81      ,2209      ,8      ,40;-80
40      ,-79      ,3294      ,8      ,40;-80
40      ,-80      ,214       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-78      ,839       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-78      ,1278      ,8      ,40;-80
40      ,-80      ,1372      ,8      ,40;-80
38      ,-80      ,66        ,8      ,40;-80
39      ,-80      ,-999      ,8      ,40;-80
40      ,-78      ,186       ,8      ,40;-80
39      ,-79      ,456       ,8      ,40;-80
39      ,-78      ,103       ,8      ,40;-80
41      ,-81      ,15946     ,8      ,40;-80
40      ,-79      ,3165      ,8      ,40;-80
40      ,-82      ,185       ,8      ,40;-80
41      ,-81      ,18577     ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
40      ,-79      ,2688      ,8      ,40;-80
41      ,-79      ,158       ,8      ,40;-80
40      ,-79      ,1151      ,8      ,40;-80
40      ,-82      ,272       ,8      ,40;-80
39      ,-79      ,-999      ,8      ,40;-80
40      ,-80      ,759       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-82      ,16990     ,8      ,40;-80
40      ,-79      ,1180      ,8      ,40;-80
40      ,-78      ,490       ,8      ,40;-80
41      ,-79      ,357       ,8      ,40;-80
40      ,-81      ,754       ,8      ,40;-80
40      ,-81      ,12826     ,8      ,40;-80
38      ,-79      ,-999      ,8      ,40;-80
40      ,-80      ,717       ,8      ,40;-80
39      ,-81      ,549       ,8      ,40;-80
40      ,-78      ,1149      ,8      ,40;-80
39      ,-79      ,2090      ,8      ,40;-80
40      ,-80      ,4721      ,8      ,40;-80
41      ,-81      ,28904     ,8      ,40;-80
40      ,-81      ,569       ,8      ,40;-80
41      ,-81      ,3677      ,8      ,40;-80
39      ,-79      ,766       ,8      ,40;-80
40      ,-81      ,303       ,8      ,40;-80
41      ,-81      ,10751     ,8      ,40;-80
40      ,-80      ,2887      ,8      ,40;-80
40      ,-79      ,580       ,8      ,40;-80
40      ,-78      ,2784      ,8      ,40;-80
41      ,-81      ,711       ,8      ,40;-80
39      ,-80      ,270       ,8      ,40;-80
39      ,-78      ,180       ,8      ,40;-80
41      ,-81      ,-999      ,8      ,40;-80
40      ,-78      ,227       ,8      ,40;-80
39      ,-81      ,-999      ,8      ,40;-80
41      ,-81      ,3853      ,8      ,40;-80
40      ,-80      ,811       ,8      ,40;-80
40      ,-80      ,217       ,8      ,40;-80
40      ,-80      ,235       ,8      ,40;-80
39      ,-80      ,1004      ,8      ,40;-80
40      ,-79      ,3239      ,8      ,40;-80
40      ,-79      ,19767     ,8      ,40;-80
39      ,-80      ,2063      ,8      ,40;-80
39      ,-80      ,409       ,8      ,40;-80
40      ,-78      ,778       ,8      ,40;-80
41      ,-81      ,7443      ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
41      ,-78      ,3861      ,8      ,40;-80
40      ,-80      ,1388      ,8      ,40;-80
41      ,-80      ,7874      ,8      ,40;-80
41      ,-80      ,1180      ,8      ,40;-80
41      ,-79      ,183       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
41      ,-79      ,124       ,8      ,40;-80
39      ,-78      ,446       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
39      ,-81      ,-999      ,8      ,40;-80
40      ,-80      ,1296      ,8      ,40;-80
41      ,-81      ,-999      ,8      ,40;-80
41      ,-81      ,3320      ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
40      ,-81      ,304       ,8      ,40;-80
40      ,-80      ,3330      ,8      ,40;-80
40      ,-79      ,942       ,8      ,40;-80
40      ,-78      ,368       ,8      ,40;-80
40      ,-80      ,1542      ,8      ,40;-80
39      ,-80      ,-999      ,8      ,40;-80
40      ,-79      ,3744      ,8      ,40;-80
40      ,-79      ,325       ,8      ,40;-80
40      ,-79      ,451       ,8      ,40;-80
40      ,-80      ,394       ,8      ,40;-80
41      ,-80      ,79        ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
41      ,-81      ,638       ,8      ,40;-80
41      ,-79      ,523       ,8      ,40;-80
40      ,-79      ,3881      ,8      ,40;-80
41      ,-81      ,2167      ,8      ,40;-80
40      ,-79      ,399       ,8      ,40;-80
41      ,-80      ,23273     ,8      ,40;-80
40      ,-79      ,27126     ,8      ,40;-80
40      ,-81      ,352       ,8      ,40;-80
39      ,-81      ,-999      ,8      ,40;-80
39      ,-78      ,218       ,8      ,40;-80
40      ,-79      ,1880      ,8      ,40;-80
41      ,-78      ,243       ,8      ,40;-80
40      ,-80      ,4647      ,8      ,40;-80
38      ,-80      ,-999      ,8      ,40;-80
40      ,-80      ,254       ,8      ,40;-80
41      ,-80      ,157       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
39      ,-80      ,961       ,8      ,40;-80
40      ,-80      ,630       ,8      ,40;-80
40      ,-81      ,140       ,8      ,40;-80
40      ,-79      ,553       ,8      ,40;-80
41      ,-81      ,179       ,8      ,40;-80
40      ,-80      ,869       ,8      ,40;-80
39      ,-80      ,825       ,8      ,40;-80
40      ,-80      ,109       ,8      ,40;-80
40      ,-79      ,637       ,8      ,40;-80
41      ,-81      ,1543      ,8      ,40;-80
40      ,-78      ,364       ,8      ,40;-80
40      ,-80      ,1311      ,8      ,40;-80
38      ,-79      ,520       ,8      ,40;-80
39      ,-78      ,362       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-80      ,5148      ,8      ,40;-80
39      ,-81      ,254       ,8      ,40;-80
40      ,-81      ,114       ,8      ,40;-80
42      ,-80      ,101786    ,8      ,40;-80
41      ,-81      ,16028     ,8      ,40;-80
39      ,-78      ,693       ,8      ,40;-80
40      ,-79      ,1154      ,8      ,40;-80
39      ,-80      ,1044      ,8      ,40;-80
39      ,-80      ,-999      ,8      ,40;-80
40      ,-79      ,1952      ,8      ,40;-80
38      ,-79      ,-999      ,8      ,40;-80
40      ,-81      ,2321      ,8      ,40;-80
39      ,-78      ,73        ,8      ,40;-80
42      ,-79      ,-999      ,8      ,40;-80
40      ,-80      ,378       ,8      ,40;-80
39      ,-79      ,94        ,8      ,40;-80
41      ,-81      ,26678     ,8      ,40;-80
39      ,-78      ,9002      ,8      ,40;-80
41      ,-81      ,-999      ,8      ,40;-80
40      ,-81      ,398       ,8      ,40;-80
39      ,-78      ,235       ,8      ,40;-80
38      ,-79      ,702       ,8      ,40;-80
40      ,-79      ,3428      ,8      ,40;-80
40      ,-80      ,740       ,8      ,40;-80
40      ,-81      ,1056      ,8      ,40;-80
40      ,-81      ,-999      ,8      ,40;-80
40      ,-80      ,70        ,8      ,40;-80
40      ,-79      ,1647      ,8      ,40;-80
40      ,-80      ,13663     ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-79      ,3973      ,8      ,40;-80
40      ,-80      ,5677      ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-79      ,9654      ,8      ,40;-80
40      ,-80      ,494       ,8      ,40;-80
41      ,-81      ,6866      ,8      ,40;-80
39      ,-79      ,65        ,8      ,40;-80
40      ,-80      ,1079      ,8      ,40;-80
41      ,-80      ,-999      ,8      ,40;-80
39      ,-79      ,552       ,8      ,40;-80
41      ,-80      ,109       ,8      ,40;-80
39      ,-80      ,1926      ,8      ,40;-80
40      ,-79      ,4857      ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-82      ,1326      ,8      ,40;-80
39      ,-79      ,780       ,8      ,40;-80
40      ,-81      ,-999      ,8      ,40;-80
41      ,-81      ,1406      ,8      ,40;-80
40      ,-80      ,604       ,8      ,40;-80
40      ,-79      ,3412      ,8      ,40;-80
40      ,-81      ,-999      ,8      ,40;-80
40      ,-78      ,326       ,8      ,40;-80
40      ,-81      ,795       ,8      ,40;-80
40      ,-81      ,368       ,8      ,40;-80
41      ,-79      ,196       ,8      ,40;-80
40      ,-79      ,1313      ,8      ,40;-80
40      ,-79      ,3174      ,8      ,40;-80
41      ,-81      ,19563     ,8      ,40;-80
41      ,-80      ,477       ,8      ,40;-80
40      ,-78      ,1023      ,8      ,40;-80
39      ,-81      ,2491      ,8      ,40;-80
40      ,-81      ,79        ,8      ,40;-80
39      ,-80      ,411       ,8      ,40;-80
41      ,-81      ,23138     ,8      ,40;-80
41      ,-80      ,7515      ,8      ,40;-80
41      ,-80      ,13388     ,8      ,40;-80
39      ,-80      ,4176      ,8      ,40;-80
41      ,-78      ,1157      ,8      ,40;-80
40      ,-79      ,695       ,8      ,40;-80
39      ,-80      ,496       ,8      ,40;-80
38      ,-80      ,-999      ,8      ,40;-80
39      ,-79      ,29660     ,8      ,40;-80
40      ,-80      ,466       ,8      ,40;-80
38      ,-80      ,-999      ,8      ,40;-80
41      ,-80      ,1145      ,8      ,40;-80
40      ,-81      ,761       ,8      ,40;-80
39      ,-81      ,129       ,8      ,40;-80
40      ,-78      ,355       ,8      ,40;-80
40      ,-81      ,1652      ,8      ,40;-80
40      ,-80      ,5737      ,8      ,40;-80
40      ,-79      ,6518      ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
41      ,-79      ,951       ,8      ,40;-80
41      ,-79      ,494       ,8      ,40;-80
41      ,-80      ,925       ,8      ,40;-80
39      ,-79      ,1360      ,8      ,40;-80
40      ,-78      ,645       ,8      ,40;-80
41      ,-81      ,21567     ,8      ,40;-80
39      ,-81      ,-999      ,8      ,40;-80
40      ,-79      ,157       ,8      ,40;-80
40      ,-81      ,169       ,8      ,40;-80
40      ,-79      ,475       ,8      ,40;-80
42      ,-79      ,479       ,8      ,40;-80
40      ,-79      ,356       ,8      ,40;-80
40      ,-80      ,8370      ,8      ,40;-80
41      ,-81      ,11188     ,8      ,40;-80
40      ,-79      ,307       ,8      ,40;-80
41      ,-80      ,499       ,8      ,40;-80
41      ,-80      ,1224      ,8      ,40;-80
40      ,-81      ,2608      ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
41      ,-80      ,2466      ,8      ,40;-80
40      ,-78      ,363       ,8      ,40;-80
41      ,-81      ,-999      ,8      ,40;-80
40      ,-80      ,1169      ,8      ,40;-80
39      ,-81      ,129       ,8      ,40;-80
39      ,-81      ,325       ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
39      ,-82      ,1852      ,8      ,40;-80
39      ,-79      ,2535      ,8      ,40;-80
39      ,-78      ,873       ,8      ,40;-80
39      ,-79      ,-999      ,8      ,40;-80
40      ,-81      ,372       ,8      ,40;-80
39      ,-79      ,2184      ,8      ,40;-80
39      ,-79      ,3450      ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-78      ,198       ,8      ,40;-80
40      ,-79      ,616       ,8      ,40;-80
40      ,-79      ,846       ,8      ,40;-80
40      ,-80      ,3353      ,8      ,40;-80
41      ,-81      ,12085     ,8      ,40;-80
39      ,-79      ,141       ,8      ,40;-80
41      ,-80      ,638       ,8      ,40;-80
40      ,-82      ,2132      ,8      ,40;-80
41      ,-80      ,1060      ,8      ,40;-80
40      ,-81      ,1173      ,8      ,40;-80
41      ,-81      ,15548     ,8      ,40;-80
40      ,-79      ,2155      ,8      ,40;-80
40      ,-79      ,19731     ,8      ,40;-80
39      ,-79      ,546       ,8      ,40;-80
40      ,-78      ,1769      ,8      ,40;-80
40      ,-80      ,717       ,8      ,40;-80
41      ,-79      ,3137      ,8      ,40;-80
41      ,-81      ,705       ,8      ,40;-80
41      ,-81      ,22268     ,8      ,40;-80
41      ,-81      ,2521      ,8      ,40;-80
41      ,-81      ,-999      ,8      ,40;-80
39      ,-81      ,166       ,8      ,40;-80
40      ,-79      ,8983      ,8      ,40;-80
41      ,-80      ,197       ,8      ,40;-80
39      ,-81      ,-999      ,8      ,40;-80
40      ,-81      ,304       ,8      ,40;-80
40      ,-79      ,873       ,8      ,40;-80
40      ,-78      ,147       ,8      ,40;-80
41      ,-82      ,9137      ,8      ,40;-80
40      ,-82      ,336       ,8      ,40;-80
39      ,-80      ,16578     ,8      ,40;-80
41      ,-81      ,3404      ,8      ,40;-80
39      ,-79      ,256       ,8      ,40;-80
40      ,-79      ,-999      ,8      ,40;-80
40      ,-78      ,78        ,8      ,40;-80
40      ,-80      ,-999      ,8      ,40;-80
40      ,-79      ,371       ,8      ,40;-80
39      ,-79      ,937       ,8      ,40;-80
41      ,-81      ,5012      ,8      ,40;-80
39      ,-81      ,-999      ,8      ,40;-80
